# y+ ()       
# Time        	patch         	min           	max           	average       
630           	collector_int	7.570299e+00	1.658940e+02	8.607072e+01
630           	collector_ext	3.395819e-02	5.487783e+01	5.978291e+00
630           	diffuser_int	1.407487e+00	1.394066e+02	6.098132e+01
630           	diffuser_ext	6.022785e-03	7.815732e+01	3.714650e+00
640           	nozzle_int	2.662386e+00	4.693684e+02	4.817472e+01
640           	nozzle_ext	3.299729e-04	6.114715e+01	5.886485e-01
640           	collector_int	7.582994e+00	1.659444e+02	8.608559e+01
640           	collector_ext	1.229908e-02	5.487686e+01	5.977626e+00
640           	diffuser_int	1.470201e+00	1.393712e+02	6.100586e+01
640           	diffuser_ext	1.709551e-02	7.816105e+01	3.713768e+00
650           	nozzle_int	2.688298e+00	4.693685e+02	4.817475e+01
650           	nozzle_ext	1.142588e-03	6.116004e+01	5.899248e-01
650           	collector_int	7.594902e+00	1.659938e+02	8.610009e+01
650           	collector_ext	4.316490e-02	5.487606e+01	5.977198e+00
650           	diffuser_int	1.530814e+00	1.393362e+02	6.102773e+01
650           	diffuser_ext	8.257651e-03	7.816465e+01	3.712941e+00
660           	nozzle_int	2.714595e+00	4.693686e+02	4.817479e+01
660           	nozzle_ext	7.789853e-04	6.117264e+01	5.912372e-01
660           	collector_int	7.606308e+00	1.660418e+02	8.611444e+01
660           	collector_ext	5.836750e-02	5.487532e+01	5.976637e+00
660           	diffuser_int	1.591408e+00	1.393016e+02	6.104726e+01
660           	diffuser_ext	1.445410e-02	7.816809e+01	3.712186e+00
670           	nozzle_int	2.741278e+00	4.693687e+02	4.817481e+01
670           	nozzle_ext	2.270203e-04	6.118498e+01	5.925969e-01
670           	collector_int	7.617522e+00	1.660891e+02	8.612865e+01
670           	collector_ext	4.217872e-02	5.487448e+01	5.976087e+00
670           	diffuser_int	1.655320e+00	1.392672e+02	6.106474e+01
670           	diffuser_ext	1.434152e-02	7.817121e+01	3.711486e+00
680           	nozzle_int	2.768347e+00	4.693688e+02	4.817485e+01
